,distance,plafond,duration,date
0,3,1045,0 days 00:37:28.000000000,2022-01-17
1,2,950,0 days 00:19:48.000000000,2022-01-17
2,1,958,0 days 00:06:56.000000000,2022-01-16
3,1,886,0 days 00:04:41.000000000,2022-01-16
4,1,905,0 days 00:03:44.000000000,2022-01-15
5,1,945,0 days 00:06:23.000000000,2022-01-15
6,2,944,0 days 00:27:17.000000000,2022-01-13
7,3,955,0 days 00:10:22.000000000,2022-01-13
8,2,951,0 days 00:11:35.000000000,2022-01-13
9,2,938,0 days 00:20:30.000000000,2022-01-13
10,2,941,0 days 00:09:12.000000000,2022-01-13
11,3,1168,0 days 00:44:13.000000000,2022-12-01
12,23,1345,0 days 01:10:48.000000000,2022-12-01
13,3,969,0 days 00:16:53.000000000,2022-12-01
14,8,1178,0 days 00:27:51.000000000,2022-12-01
15,14,1306,0 days 01:20:58.000000000,2022-12-01
16,17,1284,0 days 02:05:53.000000000,2022-12-01
17,16,1292,0 days 01:02:18.000000000,2022-12-01
18,5,1275,0 days 00:23:20.000000000,2022-11-01
19,4,1075,0 days 00:20:56.000000000,2022-11-01
0,5,1105,0 days 00:39:38.000000000,2022-11-01
1,2,1098,0 days 00:21:04.000000000,2022-11-01
2,4,1217,0 days 00:19:43.000000000,2022-11-01
3,1,944,0 days 00:09:12.000000000,2022-08-01
4,2,1087,0 days 00:37:11.000000000,2022-06-01
5,3,944,0 days 00:15:39.000000000,2022-06-01
6,2,950,0 days 00:09:58.000000000,2022-06-01
7,2,871,0 days 00:05:49.000000000,2022-03-01
8,2,963,0 days 00:13:13.000000000,2022-03-01
9,2,950,0 days 00:07:31.000000000,2022-03-01
10,2,966,0 days 00:06:56.000000000,2022-02-01
11,2,967,0 days 00:06:16.000000000,2022-01-01
12,1,943,0 days 00:04:56.000000000,2022-01-01
13,1,950,0 days 00:06:23.000000000,2022-01-01
14,1,950,0 days 00:05:49.000000000,2021-12-31
15,2,916,0 days 00:06:43.000000000,2021-12-31
16,2,950,0 days 00:06:23.000000000,2021-12-31
17,1,939,0 days 00:05:00.000000000,2021-12-23
18,1,938,0 days 00:04:41.000000000,2021-12-23
19,1,961,0 days 00:05:42.000000000,2021-12-23
0,2,947,0 days 00:07:07.000000000,2021-12-23
1,1,968,0 days 00:04:16.000000000,2021-12-23
2,1,955,0 days 00:05:54.000000000,2021-12-23
3,2,965,0 days 00:12:00.000000000,2021-12-22
4,1,955,0 days 00:06:23.000000000,2021-12-21
5,0,960,0 days 00:02:59.000000000,2021-12-21
6,1,955,0 days 00:05:49.000000000,2021-12-21
7,1,944,0 days 00:04:16.000000000,2021-12-18
8,1,932,0 days 00:06:18.000000000,2021-12-18
9,1,807,0 days 00:05:49.000000000,2021-12-12
10,1,940,0 days 00:07:31.000000000,2021-12-12
11,2,994,0 days 00:14:51.000000000,2021-09-12
12,1,786,0 days 00:05:30.000000000,2021-07-12
13,2,955,0 days 00:10:20.000000000,2021-07-12
14,3,983,0 days 00:12:37.000000000,2021-06-12
15,2,941,0 days 00:19:23.000000000,2021-06-12
16,2,954,0 days 00:11:28.000000000,2021-03-12
17,3,944,0 days 00:13:10.000000000,2021-03-12
18,2,949,0 days 00:07:32.000000000,2021-03-12
19,2,941,0 days 00:09:12.000000000,2021-03-12
0,3,938,0 days 00:15:25.000000000,2021-03-12
1,1,952,0 days 00:05:49.000000000,2021-11-30
2,1,963,0 days 00:06:23.000000000,2021-11-27
3,2,972,0 days 00:06:23.000000000,2021-11-25
4,2,975,0 days 00:07:31.000000000,2021-11-25
5,2,952,0 days 00:12:02.000000000,2021-11-25
6,2,945,0 days 00:09:46.000000000,2021-11-24
7,2,947,0 days 00:11:12.000000000,2021-11-24
8,1,945,0 days 00:06:56.000000000,2021-11-24
9,2,950,0 days 00:10:54.000000000,2021-11-24
10,2,949,0 days 00:13:10.000000000,2021-11-24
11,1,951,0 days 00:08:04.000000000,2021-11-24
12,3,946,0 days 00:10:22.000000000,2021-11-24
13,3,941,0 days 00:14:51.000000000,2021-11-24
14,2,998,0 days 00:09:46.000000000,2021-11-24
15,2,959,0 days 00:10:20.000000000,2021-11-24
16,2,946,0 days 00:08:38.000000000,2021-11-23
17,2,987,0 days 00:08:38.000000000,2021-11-23
18,3,946,0 days 00:13:43.000000000,2021-11-23
19,1,951,0 days 00:09:12.000000000,2021-11-23
0,0,957,0 days 00:01:51.000000000,2021-11-23
1,2,950,0 days 00:05:54.000000000,2021-11-21
2,3,1650,0 days 01:44:42.000000000,2021-11-21
3,5,1928,0 days 01:39:37.000000000,2021-11-21
4,2,961,0 days 00:05:49.000000000,2021-11-20
5,2,957,0 days 00:07:31.000000000,2021-11-20
6,2,945,0 days 00:05:49.000000000,2021-11-20
7,2,947,0 days 00:06:23.000000000,2021-11-20
8,1,951,0 days 00:04:41.000000000,2021-11-20
9,2,942,0 days 00:05:15.000000000,2021-11-20
10,1,904,0 days 00:05:15.000000000,2021-11-20
11,2,950,0 days 00:11:28.000000000,2021-11-20
12,2,952,0 days 00:13:43.000000000,2021-11-19
13,2,950,0 days 00:10:20.000000000,2021-11-19
14,2,943,0 days 00:09:46.000000000,2021-11-19
15,2,951,0 days 00:09:12.000000000,2021-11-19
16,4,1002,0 days 01:15:19.000000000,2021-11-19
17,2,955,0 days 00:07:56.000000000,2021-11-18
18,2,957,0 days 00:10:20.000000000,2021-11-18
19,2,989,0 days 00:21:04.000000000,2021-11-18
0,2,946,0 days 00:10:33.000000000,2021-11-18
1,2,951,0 days 00:08:38.000000000,2021-11-18
2,3,950,0 days 00:10:39.000000000,2021-11-18
3,1,993,0 days 00:13:10.000000000,2021-11-18
4,1,945,0 days 00:06:56.000000000,2021-11-15
5,3,951,0 days 00:14:17.000000000,2021-11-15
6,2,958,0 days 00:06:18.000000000,2021-11-14
7,2,946,0 days 00:08:38.000000000,2021-11-14
8,2,949,0 days 00:09:46.000000000,2021-11-14
9,2,949,0 days 00:10:20.000000000,2021-11-14
10,2,991,0 days 00:22:46.000000000,2021-11-14
11,3,942,0 days 00:14:51.000000000,2021-11-14
12,2,931,0 days 00:08:38.000000000,2021-11-14
13,3,964,0 days 00:12:37.000000000,2021-11-14
14,2,960,0 days 00:12:48.000000000,2021-11-14
15,2,954,0 days 00:08:38.000000000,2021-11-13
16,1,964,0 days 00:09:12.000000000,2021-11-13
17,1,947,0 days 00:04:41.000000000,2021-11-13
18,0,958,0 days 00:01:18.000000000,2021-11-13
19,1,947,0 days 00:07:31.000000000,2021-11-13
0,2,951,0 days 00:12:02.000000000,2021-12-11
1,2,954,0 days 00:06:56.000000000,2021-12-11
2,2,953,0 days 00:10:54.000000000,2021-12-11
3,1,946,0 days 00:04:07.000000000,2021-11-11
4,1,950,0 days 00:05:49.000000000,2021-11-11
5,1,918,0 days 00:05:10.000000000,2021-11-11
6,2,897,0 days 00:06:23.000000000,2021-11-11
7,1,948,0 days 00:06:23.000000000,2021-11-11
8,1,941,0 days 00:09:56.000000000,2021-09-11
9,2,1132,0 days 00:23:20.000000000,2021-09-11
10,6,1203,0 days 01:07:25.000000000,2021-09-11
11,1,943,0 days 00:04:41.000000000,2021-08-11
12,1,949,0 days 00:04:41.000000000,2021-08-11
13,1,945,0 days 00:07:07.000000000,2021-08-11
14,3,944,0 days 00:10:20.000000000,2021-08-11
15,2,993,0 days 00:19:19.000000000,2021-08-11
16,2,943,0 days 00:12:02.000000000,2021-07-11
17,4,1152,0 days 00:18:15.000000000,2021-07-11
18,3,1095,0 days 00:20:30.000000000,2021-07-11
19,5,1031,0 days 00:33:30.000000000,2021-07-11
0,3,1055,0 days 00:40:17.000000000,2021-07-11
1,5,1027,0 days 00:44:55.000000000,2021-07-11
2,3,946,0 days 00:23:20.000000000,2021-07-11
3,7,1281,0 days 01:42:27.000000000,2021-07-11
4,3,1023,0 days 00:18:30.000000000,2021-07-11
5,7,1224,0 days 01:04:01.000000000,2021-07-11
6,5,1117,0 days 01:21:12.000000000,2021-07-11
7,4,1074,0 days 00:18:15.000000000,2021-06-11
8,4,1009,0 days 00:14:51.000000000,2021-06-11
9,4,1284,0 days 00:57:14.000000000,2021-06-11
10,2,1090,0 days 00:21:38.000000000,2021-06-11
11,5,1415,0 days 01:14:45.000000000,2021-06-11
12,3,1246,0 days 00:21:04.000000000,2021-06-11
13,9,1427,0 days 01:31:42.000000000,2021-06-11
14,6,1315,0 days 00:45:19.000000000,2021-06-11
15,10,1555,0 days 01:39:03.000000000,2021-06-11
16,7,1068,0 days 00:33:56.000000000,2021-06-11
17,8,1496,0 days 00:44:48.000000000,2021-06-11
18,3,1206,0 days 01:00:04.000000000,2021-06-11
19,4,1101,0 days 00:24:11.000000000,2021-06-11
0,6,1512,0 days 00:39:09.000000000,2021-06-11
1,15,1492,0 days 00:56:42.000000000,2021-06-11
2,6,1582,0 days 01:31:06.000000000,2021-06-11
3,7,1586,0 days 01:44:16.000000000,2021-06-11
4,5,1381,0 days 00:35:58.000000000,2021-06-11
5,38,1571,0 days 02:14:06.000000000,2021-06-11
6,31,1474,0 days 01:16:40.000000000,2021-06-11
7,4,1258,0 days 00:55:33.000000000,2021-06-11
8,3,999,0 days 00:25:02.000000000,2021-06-11
9,1,948,0 days 00:06:18.000000000,2021-06-11
10,2,946,0 days 00:05:15.000000000,2021-05-11
11,1,931,0 days 00:10:22.000000000,2021-05-11
12,3,1201,0 days 00:23:22.000000000,2021-05-11
13,3,957,0 days 00:12:37.000000000,2021-05-11
14,15,1444,0 days 01:02:53.000000000,2021-05-11
15,13,1418,0 days 00:50:26.000000000,2021-05-11
16,3,1344,0 days 00:40:17.000000000,2021-05-11
17,4,1329,0 days 00:35:12.000000000,2021-05-11
18,27,1347,0 days 01:08:44.000000000,2021-05-11
19,13,1423,0 days 01:06:27.000000000,2021-05-11
0,2,959,0 days 00:09:12.000000000,2021-04-11
1,1,953,0 days 00:07:07.000000000,2021-10-31
2,1,960,0 days 00:17:07.000000000,2021-10-31
3,2,943,0 days 00:05:49.000000000,2021-10-31
4,2,947,0 days 00:06:56.000000000,2021-10-31
5,2,930,0 days 00:07:07.000000000,2021-10-31
6,3,1000,0 days 00:11:39.000000000,2021-10-31
7,3,948,0 days 00:12:37.000000000,2021-10-31
8,2,941,0 days 00:08:38.000000000,2021-10-31
9,1,956,0 days 00:03:28.000000000,2021-10-31
10,0,1000,0 days 00:01:26.000000000,2021-10-31
11,1,960,0 days 00:03:28.000000000,2021-10-31
12,2,915,0 days 00:05:49.000000000,2021-10-31
13,6,1141,0 days 00:29:50.000000000,2021-10-29
14,3,973,0 days 00:32:56.000000000,2021-10-29
15,1,953,0 days 00:05:49.000000000,2021-10-29
16,3,952,0 days 00:15:56.000000000,2021-10-28
17,3,957,0 days 00:12:37.000000000,2021-10-28
18,2,952,0 days 00:07:48.000000000,2021-10-28
19,1,966,0 days 00:04:16.000000000,2021-10-28
0,1,951,0 days 00:10:54.000000000,2021-10-27
1,5,1170,0 days 00:40:17.000000000,2021-10-27
2,6,1088,0 days 00:40:26.000000000,2021-10-27
3,4,1156,0 days 01:53:21.000000000,2021-10-27
4,8,1292,0 days 00:57:50.000000000,2021-10-27
5,4,1116,0 days 01:09:40.000000000,2021-10-27
6,1,946,0 days 00:05:15.000000000,2021-10-26
7,2,956,0 days 00:08:04.000000000,2021-10-26
8,2,947,0 days 00:12:24.000000000,2021-10-26
9,18,1785,0 days 01:35:50.000000000,2021-10-26
10,7,1664,0 days 00:45:56.000000000,2021-10-26
11,6,1730,0 days 00:54:25.000000000,2021-10-26
12,22,2634,0 days 01:58:50.000000000,2021-10-26
13,13,1877,0 days 01:16:04.000000000,2021-10-26
14,8,1480,0 days 00:27:11.000000000,2021-10-26
15,13,1688,0 days 01:33:24.000000000,2021-10-26
16,2,995,0 days 00:09:45.000000000,2021-10-26
17,3,1058,0 days 00:32:22.000000000,2021-10-25
18,11,1717,0 days 00:53:17.000000000,2021-10-25
19,7,1405,0 days 01:47:23.000000000,2021-10-25
0,5,1098,0 days 00:27:26.000000000,2021-10-25
1,25,2049,0 days 01:56:21.000000000,2021-10-25
2,5,1038,0 days 00:25:02.000000000,2021-10-25
3,13,1727,0 days 01:33:44.000000000,2021-10-25
4,6,1493,0 days 01:36:14.000000000,2021-10-25
5,4,1061,0 days 00:22:34.000000000,2021-10-25
6,2,948,0 days 00:09:12.000000000,2021-10-24
7,4,968,0 days 00:23:54.000000000,2021-10-24
8,1,929,0 days 00:07:07.000000000,2021-10-24
9,2,948,0 days 00:08:04.000000000,2021-10-24
10,2,971,0 days 00:07:07.000000000,2021-10-24
11,1,955,0 days 00:06:43.000000000,2021-10-24
12,2,966,0 days 00:06:18.000000000,2021-10-24
13,2,953,0 days 00:06:23.000000000,2021-10-24
14,3,949,0 days 00:09:46.000000000,2021-10-24
15,2,932,0 days 00:08:38.000000000,2021-10-24
16,2,937,0 days 00:07:07.000000000,2021-10-24
17,2,935,0 days 00:08:38.000000000,2021-10-24
18,2,958,0 days 00:09:12.000000000,2021-10-24
19,2,1012,0 days 00:13:10.000000000,2021-10-24
0,2,942,0 days 00:13:10.000000000,2021-10-24
1,2,961,0 days 00:21:04.000000000,2021-10-24
2,2,939,0 days 00:05:49.000000000,2021-10-24
3,2,943,0 days 00:09:12.000000000,2021-10-24
4,2,917,0 days 00:08:35.000000000,2021-10-24
5,1,907,0 days 00:05:49.000000000,2021-10-24
6,2,892,0 days 00:08:38.000000000,2021-10-24
7,2,1213,0 days 00:07:29.000000000,2021-10-24
8,2,955,0 days 00:08:04.000000000,2021-10-24
9,2,1159,0 days 00:14:17.000000000,2021-10-23
10,3,994,0 days 00:21:04.000000000,2021-10-23
11,5,1501,0 days 00:46:56.000000000,2021-10-23
12,6,1535,0 days 00:52:13.000000000,2021-10-23
13,4,1161,0 days 00:27:06.000000000,2021-10-23
14,6,1417,0 days 00:39:09.000000000,2021-10-23
15,11,1372,0 days 01:12:08.000000000,2021-10-23
16,3,1310,0 days 00:45:56.000000000,2021-10-23
17,7,1473,0 days 02:03:22.000000000,2021-10-23
18,7,1256,0 days 02:05:37.000000000,2021-10-23
19,6,1376,0 days 00:27:16.000000000,2021-10-23
0,11,1490,0 days 01:01:59.000000000,2021-10-23
1,13,1571,0 days 00:46:30.000000000,2021-10-23
2,11,1657,0 days 01:30:01.000000000,2021-10-23
3,2,1144,0 days 00:27:17.000000000,2021-10-23
4,22,1665,0 days 02:10:42.000000000,2021-10-23
5,21,1770,0 days 02:09:35.000000000,2021-10-23
6,6,1367,0 days 00:27:17.000000000,2021-10-23
7,20,1740,0 days 01:58:50.000000000,2021-10-23
8,3,1095,0 days 00:21:38.000000000,2021-10-23
9,3,1145,0 days 00:25:37.000000000,2021-10-23
10,5,1240,0 days 01:10:14.000000000,2021-10-23
11,3,1189,0 days 00:25:37.000000000,2021-10-23
12,2,926,0 days 00:05:21.000000000,2021-10-23
13,3,1286,0 days 00:28:59.000000000,2021-10-22
14,1,1063,0 days 00:15:59.000000000,2021-10-22
15,6,1389,0 days 01:05:09.000000000,2021-10-22
16,19,1826,0 days 01:27:45.000000000,2021-10-22
17,15,1700,0 days 01:08:42.000000000,2021-10-22
18,7,1536,0 days 00:26:37.000000000,2021-10-22
19,17,1701,0 days 01:13:37.000000000,2021-10-22
0,26,1791,0 days 01:30:35.000000000,2021-10-22
1,18,1643,0 days 01:08:33.000000000,2021-10-22
2,14,1737,0 days 00:49:20.000000000,2021-10-22
3,3,1286,0 days 00:35:46.000000000,2021-10-22
4,3,1114,0 days 00:28:59.000000000,2021-10-22
5,38,1820,0 days 02:11:50.000000000,2021-10-22
6,28,2588,0 days 03:00:38.000000000,2021-10-22
7,25,1694,0 days 01:54:53.000000000,2021-10-22
8,4,1374,0 days 00:39:09.000000000,2021-10-22
9,1,923,0 days 00:09:12.000000000,2021-10-21
10,3,986,0 days 00:17:41.000000000,2021-10-21
11,4,1194,0 days 00:31:15.000000000,2021-10-21
12,5,1518,0 days 00:33:22.000000000,2021-10-21
13,2,919,0 days 00:05:49.000000000,2021-10-21
14,4,1103,0 days 00:25:29.000000000,2021-10-21
15,2,1088,0 days 00:22:46.000000000,2021-10-21
16,5,1148,0 days 00:31:54.000000000,2021-10-21
17,19,1842,0 days 01:52:30.000000000,2021-10-21
18,11,1736,0 days 01:05:43.000000000,2021-10-21
19,2,1090,0 days 00:27:51.000000000,2021-10-21
0,2,956,0 days 00:17:09.000000000,2021-10-19
1,2,949,0 days 00:09:12.000000000,2021-10-19
2,2,939,0 days 00:09:58.000000000,2021-10-19
3,2,948,0 days 00:07:56.000000000,2021-10-19
4,2,924,0 days 00:26:09.000000000,2021-10-19
5,2,952,0 days 00:11:28.000000000,2021-10-19
6,2,997,0 days 00:06:56.000000000,2021-10-19
7,2,954,0 days 00:08:04.000000000,2021-10-19
8,1,955,0 days 00:05:05.000000000,2021-10-19
9,1,902,0 days 00:05:15.000000000,2021-10-18
10,3,1057,0 days 00:25:37.000000000,2021-10-18
11,3,1020,0 days 00:25:00.000000000,2021-10-18
12,2,928,0 days 00:10:47.000000000,2021-10-18
13,2,957,0 days 00:09:12.000000000,2021-10-18
14,3,1044,0 days 00:36:20.000000000,2021-10-17
15,3,1038,0 days 00:27:17.000000000,2021-10-17
16,4,1173,0 days 01:37:22.000000000,2021-10-17
17,3,1172,0 days 01:27:45.000000000,2021-10-17
18,4,1021,0 days 00:25:02.000000000,2021-10-17
19,7,1946,0 days 01:16:27.000000000,2021-10-17
0,7,1121,0 days 00:52:38.000000000,2021-10-17
1,15,1922,0 days 01:15:19.000000000,2021-10-17
2,8,1091,0 days 01:52:03.000000000,2021-10-17
3,6,1153,0 days 02:04:33.000000000,2021-10-17
4,7,1864,0 days 01:32:17.000000000,2021-10-17
5,7,1123,0 days 01:37:48.000000000,2021-10-17
6,8,1152,0 days 01:33:58.000000000,2021-10-17
7,1,925,0 days 00:03:28.000000000,2021-10-17
8,7,1142,0 days 00:57:14.000000000,2021-10-17
9,2,941,0 days 00:12:37.000000000,2021-10-17
10,1,972,0 days 00:04:41.000000000,2021-10-17
11,2,948,0 days 00:08:04.000000000,2021-10-17
12,5,1181,0 days 00:43:41.000000000,2021-10-16
13,4,1122,0 days 01:58:16.000000000,2021-10-16
14,4,1190,0 days 02:02:14.000000000,2021-10-16
15,2,1020,0 days 00:11:28.000000000,2021-10-16
16,3,1110,0 days 00:51:35.000000000,2021-10-16
17,8,1361,0 days 00:41:59.000000000,2021-10-16
18,7,1444,0 days 00:52:09.000000000,2021-10-16
19,7,1234,0 days 01:58:16.000000000,2021-10-16
0,7,1465,0 days 00:49:53.000000000,2021-10-16
1,5,1208,0 days 00:29:33.000000000,2021-10-16
2,6,1206,0 days 01:41:53.000000000,2021-10-16
3,11,1468,0 days 01:59:15.000000000,2021-10-16
4,8,1176,0 days 02:07:00.000000000,2021-10-16
5,3,1063,0 days 00:19:56.000000000,2021-10-16
6,8,1070,0 days 01:08:53.000000000,2021-10-16
7,7,1459,0 days 01:56:01.000000000,2021-10-16
8,2,961,0 days 00:08:38.000000000,2021-10-16
9,2,826,0 days 00:05:49.000000000,2021-10-16
10,1,952,0 days 00:06:23.000000000,2021-10-15
11,2,941,0 days 00:06:23.000000000,2021-10-15
12,1,1157,0 days 00:05:49.000000000,2021-10-15
13,1,951,0 days 00:05:49.000000000,2021-10-15
14,2,951,0 days 00:06:22.000000000,2021-10-15
15,4,1011,0 days 00:21:04.000000000,2021-10-15
16,3,1009,0 days 00:20:30.000000000,2021-10-15
17,4,1043,0 days 00:47:31.000000000,2021-10-15
18,4,1074,0 days 00:58:56.000000000,2021-10-15
19,5,1000,0 days 00:31:06.000000000,2021-10-15
0,6,1086,0 days 01:19:50.000000000,2021-10-15
1,3,947,0 days 00:13:10.000000000,2021-10-15
2,2,960,0 days 00:07:31.000000000,2021-10-15
3,2,926,0 days 00:06:56.000000000,2021-10-15
4,2,958,0 days 00:05:59.000000000,2021-10-15
5,3,1127,0 days 00:43:40.000000000,2021-10-14
6,4,1320,0 days 01:25:04.000000000,2021-10-14
7,4,1287,0 days 01:35:06.000000000,2021-10-14
8,6,1148,0 days 00:30:17.000000000,2021-10-14
9,3,1092,0 days 00:32:43.000000000,2021-10-14
10,10,1308,0 days 00:47:03.000000000,2021-10-14
11,26,1507,0 days 02:19:45.000000000,2021-10-14
12,26,1536,0 days 02:16:21.000000000,2021-10-14
13,6,1131,0 days 00:48:10.000000000,2021-10-14
14,11,1553,0 days 01:15:34.000000000,2021-10-14
15,7,1102,0 days 00:54:15.000000000,2021-10-14
16,3,1127,0 days 00:54:25.000000000,2021-10-14
17,10,1466,0 days 01:11:22.000000000,2021-10-14
18,5,1194,0 days 00:36:20.000000000,2021-10-14
19,3,1020,0 days 00:25:37.000000000,2021-10-14
0,2,956,0 days 00:13:10.000000000,2021-10-14
1,3,944,0 days 00:06:54.000000000,2021-10-13
2,1,957,0 days 00:06:56.000000000,2021-10-13
3,2,963,0 days 00:11:35.000000000,2021-12-10
4,2,1019,0 days 00:24:11.000000000,2021-11-10
5,8,1252,0 days 01:06:39.000000000,2021-11-10
6,4,1134,0 days 00:17:41.000000000,2021-11-10
7,3,1087,0 days 00:23:47.000000000,2021-10-10
8,2,1029,0 days 00:14:17.000000000,2021-10-10
9,3,1080,0 days 01:27:45.000000000,2021-10-10
10,3,1187,0 days 00:34:21.000000000,2021-10-10
11,12,1422,0 days 01:14:12.000000000,2021-10-10
12,2,1085,0 days 00:27:02.000000000,2021-10-10
13,7,1072,0 days 00:45:19.000000000,2021-10-10
14,6,1249,0 days 01:38:30.000000000,2021-10-10
15,7,1327,0 days 00:30:40.000000000,2021-10-10
16,9,1372,0 days 01:34:05.000000000,2021-10-10
17,3,1065,0 days 00:26:09.000000000,2021-10-10
18,2,1085,0 days 00:34:38.000000000,2021-10-10
19,9,1308,0 days 01:11:22.000000000,2021-10-10
0,6,1278,0 days 01:09:40.000000000,2021-10-10
1,3,1102,0 days 00:32:22.000000000,2021-10-10
2,5,1165,0 days 00:27:17.000000000,2021-10-10
3,2,955,0 days 00:06:23.000000000,2021-10-10
4,2,952,0 days 00:08:04.000000000,2021-10-10
5,2,919,0 days 00:05:15.000000000,2021-10-10
6,3,1169,0 days 00:31:48.000000000,2021-09-10
7,6,1276,0 days 00:43:40.000000000,2021-09-10
8,4,1141,0 days 00:53:51.000000000,2021-09-10
9,7,1329,0 days 01:14:12.000000000,2021-09-10
10,7,1379,0 days 00:30:07.000000000,2021-09-10
11,7,1338,0 days 01:07:25.000000000,2021-09-10
12,2,1184,0 days 00:43:07.000000000,2021-09-10
13,7,1415,0 days 01:00:04.000000000,2021-09-10
14,8,1381,0 days 01:14:45.000000000,2021-09-10
15,10,1408,0 days 01:39:37.000000000,2021-09-10
16,6,1173,0 days 00:57:06.000000000,2021-09-10
17,6,1429,0 days 01:06:02.000000000,2021-09-10
18,3,1290,0 days 00:26:09.000000000,2021-09-10
19,11,1417,0 days 01:20:25.000000000,2021-09-10
0,2,965,0 days 00:10:20.000000000,2021-09-10
1,1,905,0 days 00:05:49.000000000,2021-09-10
2,2,939,0 days 00:05:49.000000000,2021-08-10
3,2,942,0 days 00:06:56.000000000,2021-08-10
4,1,955,0 days 00:05:49.000000000,2021-08-10
5,1,890,0 days 00:05:49.000000000,2021-08-10
6,2,949,0 days 00:06:56.000000000,2021-08-10
7,2,931,0 days 00:07:31.000000000,2021-06-10
8,3,943,0 days 00:09:12.000000000,2021-02-10
9,2,957,0 days 00:06:56.000000000,2021-02-10
10,3,1001,0 days 00:28:59.000000000,2021-02-10
11,3,1059,0 days 00:14:02.000000000,2021-02-10
12,4,1122,0 days 00:18:15.000000000,2021-02-10
13,2,934,0 days 00:05:49.000000000,2021-02-10
14,1,954,0 days 00:08:04.000000000,2021-02-10
15,1,962,0 days 00:05:49.000000000,2021-02-10
16,2,961,0 days 00:08:38.000000000,2021-02-10
17,1,902,0 days 00:05:15.000000000,2021-02-10
18,2,917,0 days 00:05:49.000000000,2021-02-10
19,1,951,0 days 00:06:43.000000000,2021-02-10
0,2,944,0 days 00:09:12.000000000,2021-01-10
1,2,948,0 days 00:09:46.000000000,2021-01-10
2,3,954,0 days 00:17:53.000000000,2021-01-10
3,3,950,0 days 00:21:04.000000000,2021-01-10
4,3,1079,0 days 00:31:15.000000000,2021-01-10
5,3,1073,0 days 00:49:53.000000000,2021-01-10
6,4,1216,0 days 00:19:56.000000000,2021-01-10
7,8,1170,0 days 00:48:58.000000000,2021-01-10
8,6,1120,0 days 01:11:44.000000000,2021-01-10
9,8,1158,0 days 01:08:33.000000000,2021-01-10
10,4,1116,0 days 01:38:08.000000000,2021-01-10
11,4,1156,0 days 00:54:25.000000000,2021-01-10
12,4,1255,0 days 01:08:33.000000000,2021-01-10
13,9,1088,0 days 01:41:53.000000000,2021-01-10
14,2,962,0 days 00:12:02.000000000,2021-01-10
15,5,1044,0 days 00:27:51.000000000,2021-01-10
16,4,1122,0 days 01:14:12.000000000,2021-01-10
17,5,1130,0 days 01:01:10.000000000,2021-01-10
18,7,1167,0 days 01:01:10.000000000,2021-01-10
19,4,975,0 days 00:25:37.000000000,2021-01-10
0,4,1040,0 days 00:41:21.000000000,2021-01-10
1,3,992,0 days 00:27:17.000000000,2021-01-10
2,2,954,0 days 00:09:12.000000000,2021-01-10
3,2,963,0 days 00:06:56.000000000,2021-01-10
4,1,949,0 days 00:07:07.000000000,2021-01-10
5,1,937,0 days 00:05:30.000000000,2021-01-10
6,2,938,0 days 00:06:23.000000000,2021-01-10
7,1,914,0 days 00:04:07.000000000,2021-01-10
8,1,936,0 days 00:06:23.000000000,2021-01-10
9,2,1115,0 days 00:11:00.000000000,2021-09-30
10,11,1632,0 days 01:13:04.000000000,2021-09-30
11,7,1185,0 days 00:37:28.000000000,2021-09-30
12,2,1052,0 days 00:16:33.000000000,2021-09-30
13,4,1166,0 days 00:25:02.000000000,2021-09-30
14,4,1271,0 days 01:05:43.000000000,2021-09-30
15,14,1559,0 days 00:47:04.000000000,2021-09-30
16,6,1150,0 days 00:26:09.000000000,2021-09-30
17,15,1789,0 days 02:22:09.000000000,2021-09-30
18,2,1099,0 days 00:26:43.000000000,2021-09-30
19,13,1664,0 days 01:04:47.000000000,2021-09-30
0,9,1622,0 days 00:28:25.000000000,2021-09-30
1,8,1596,0 days 00:44:23.000000000,2021-09-30
2,4,1313,0 days 00:58:44.000000000,2021-09-30
3,31,1697,0 days 02:21:27.000000000,2021-09-30
4,6,1296,0 days 00:26:43.000000000,2021-09-30
5,12,1500,0 days 01:04:13.000000000,2021-09-30
6,4,1133,0 days 00:22:46.000000000,2021-09-30
7,13,1635,0 days 01:43:35.000000000,2021-09-30
8,1,883,0 days 00:04:41.000000000,2021-09-29
9,3,1000,0 days 00:14:26.000000000,2021-09-29
10,1,947,0 days 00:05:15.000000000,2021-09-29
11,8,1505,0 days 00:41:25.000000000,2021-09-29
12,3,1015,0 days 00:25:02.000000000,2021-09-29
13,2,954,0 days 00:11:28.000000000,2021-09-29
14,2,947,0 days 00:05:49.000000000,2021-09-29
15,1,987,0 days 00:05:15.000000000,2021-09-29
16,1,954,0 days 00:05:15.000000000,2021-09-28
17,3,989,0 days 00:07:31.000000000,2021-09-28
18,14,1586,0 days 00:48:12.000000000,2021-09-28
19,2,1002,0 days 00:10:47.000000000,2021-09-28
0,8,1170,0 days 00:51:35.000000000,2021-09-28
1,7,1447,0 days 00:21:38.000000000,2021-09-28
2,2,1002,0 days 00:10:20.000000000,2021-09-28
3,8,1436,0 days 00:47:21.000000000,2021-09-28
4,12,1473,0 days 01:17:35.000000000,2021-09-28
5,14,1314,0 days 01:01:45.000000000,2021-09-28
6,8,1494,0 days 01:36:37.000000000,2021-09-28
7,9,1486,0 days 01:41:15.000000000,2021-09-28
